uniprot,gene_name
A0A0A0MQ70,Slc25a35
Q6T3U6,Mela
Q99NG1,Slc1a3
S4R1X0,Arhgef40
S4R2N3,Calcb
C0KL25,Miip
A0A0U1RPP4,Mboat7
A0A0G2JE67,Gm3409
A0A0G2JFS4,Mef2c
A0A3Q4L380,Vmn2r111
A0A286YCD0,Gm49352
A0A286YCF2,Lims2
A0A286YDM5,Or5bs2
A0A2I3BQ98,Kbtbd6
A0A2I3BQP6,Camk2g
A0A2I3BS41,Sorbs3
A0A0J9YUI6,Zbtb49
A0A0U1RPR5,Ppp4c
A0A0R3P9D3,Repin1
A0A0R4J1D9,Fgd3
A0A140LHX7,Srcin1
A0A140LIU4,Cox7a1
A0A3Q4EHZ1,Cmtr1
A0A3Q4L361,Psma8
E0CYU9,Znrd2
O08614,Utrn
Q497P0,Galntl5
Q499F3,Tlr3
Q60849,Slc3a2
Q61713,H2-Eb1
Q9D6H3,Ccnt2
Q9Z2Y5,Cdc7
D6RI77,Mtus2
D6RI85,Cops7b
D6RIN8,Nfrkb
Q05BN4,Srrm2
Q8K016,Itih2
Q9D3E7,Gpatch2
S4R197,Pde10a
A0A0A6YXA6,Psd4
A0A0A6YXP8,Tmem131
A0A498U6I0,H2-Eb1
A2A439,Txn2
A2ALS7,Rap1gap
A2AW45,Tcea3
A6PW90,Pramel12
B7ZCI3,Nebl
F6RXJ8,Prmt7
F6W0C2,Cdc42bpa
F6WND1,Neurl4
F6X8A1,Tubgcp6
F6YZT0,Fer1l4
F6ZZM4,Col20a1
F7ADQ2,Gapvd1
Q3UFN0,Cdh19
A0A1B0GR18,Mob2
A0A1B0GRV3,Rfx1
A0A1B0GST3,Clcn4
A2AIY3,Insl5
B2ZEZ6,Skint2
B6ZLR4,3300002I08Rik
F7BT68,Ankrd52
J3QMX8,Slc30a6
J3QP41,Creg1
P70435,Sptbn1
Q7TRZ6,Olfr316
Q80YW6,Fkbp15
Q8CGS8,Naip2
B2KG65,Lck
Q2TBY2,Gm14325
Q8CI82,Casz1
Q920X9,CD14
A0A650FQN5,cytb
A0A0U1RP01,Herc2
A0A0U1RQ39,Prr14
A0A0U1RQ74,Map3k10
A0A0G2JDV9,Anxa3
A0A0G2JF48,Dpyd
A0A0N4SVX8,Ggct
A0A0R4J158,Spink11
A0A0R4J267,Pax2
A0A0J9YV96,Ppm1g
A0A0M6L0X8,Prl5a1
A0A0N4SVN0,C2cd5
A0A0N4SW63,Bcl2l13
A2AEY0,Fhl1
E0CXB1,Psma6
E0CXJ5,Kctd18
F6QYT9,Kalrn
H7BWY5,Parp9
Q09HN3,Mapkapk3
Q3UQW1,1700018A04Rik
Q9CSJ2,Ddx18
A0A087WR80,Erfe
E9PVR0,Sox5
E9PYD7,Kbtbd6
E9Q423,Dysf
E9Q7L0,Ogdhl
F6QPY9,Ercc8
F6SHH4,Gne
G3UWZ6,Dap3
G3X922,Dnajc13
Q3U5F9,Cog8
Q3UET8,Med16
Q3ULZ5,Slc35e3
Q3UQF7,Fam111a
Q3UTG4,Rnf13
Q3UU00,Hif1a
Q3V2I4,Pkd1l2
Q9CU16,Mphosph8
A0A0A6YVQ6,Fbxo28
E9PVV1,Tcf3
E9PYR7,Mctp1
E9PYW4,Rnf168
E9Q1U6,Ctif
E9Q2J6,Mark2
E9Q6P4,Tubgcp6
E9Q8N2,Cmklr1
E9QAY2,Zfp473
G3UWL5,Adamtsl3
G3UX19,Atf6b
G3UYB4,Siglech
G3UYG0,Actg1
G3UZ26,Shmt1
G3UZK0,Dnmt3a
G3X9S3,Tspan32
Q3TN98,Spns3
Q3U2G9,Nagk
Q3U4J4,Tmem25
Q3UP18,Zfp617
Q3UWA5,H2-Q4
Q3UZJ7,Smc4
Q3V0J3,Spata31f3
Q3V0Q9,1700006A11Rik
A2RRI7,Gli1
E9Q1Y1,Vgll3
E9Q2G7,Slc2a3
E9Q4C4,Slc2a3
G5E8F8,Itgb5
G5E8K8,Ahnak
Q3TDU8,Hgfac
Q3TPJ3,Gm38396
Q3TSE8,Gnb5
Q3TZ72,Ubox5
Q3ZAX9,Hoxb1
Q5XJZ0,Egln1
B1ASF7,Laptm5
Q8CGR8,Speer2
Q8K3I5,Mageb3
V9GXX5,Atf7
A0A087WNV4,Retreg2
H3BKZ0,Zwilch
Q2HJC5,Or13c7d
Q3ULE2,Utp20
Q3UT71,A630010A05Rik
Q7TQZ4,Olfr1249
Q8BQA3,Hoxc8
Q8BRM8,Rab26
Q8BWZ1,Nlrp4f
Q8CI80,Tfpi
Q8K287,Armc5
Q8K4H8,Vmn1r70
Q99M09,Mapk12
Q9DBD9,Cyp2c37
Q9Z2P2,SUR-1
X5J507,Ighv4-2
A0A087WPG9,Topbp1
A0A087WRP2,Lama2
A0A087WS99,Fn1
A4FUU0,Taar4
D3YWL3,Gfra1
D3Z411,Uxs1
D3Z497,Rnf7l
D3Z524,Zfp687
D3Z5F8,Zfp777
D3Z689,Adamtsl5
D3Z767,Ttc33
Q3TE16,Cd14
Q3UPI0,Mfng
Q6NXX1,Tacr3
Q80TE2,Pcdh10
Q8BTA4,2610318N02Rik
Q8C4S5,Col11a1
Q8CE19,Syn2
Q8R2M9,Nup153
Q9CZB4,Apool
Q9D501,4930533K18Rik
A0A075B5V6,Ighv1-42
D3YYG5,Dmpk
D3Z2D7,Pbld2
D3Z2L3,Lipt1
I6L990,Samd11
Q3TYR1,Zfp84
Q6KAQ0,Nsmce3
Q99N35,Bclx
A0A8T9ITP3,ECM1
A0A8V5KH54,Slc10a1
A0A5F8MQ03,Nrg1
A0A5F8MPM2,Ano1
A0A068WAQ5,Epb41
M0QWD9,Adhfe1
M0QWE7,Tmem161a
D3YY02,Tia1
H3BJM5,Sqor
H3BKZ1,Traf7
Q8BUD7,Trhde
S4R2E1,Abcg2
Q6UAF5,Olfr106
Q8C2Y2,Smyd3
Q8K2K7,Jag2
S4R2S2,Osbpl10
Q31100,H2-DMb2
A0A0G2JDI9,Abcd3
A0A0G2JDP6,Rnf13
A0A0G2JGR3,Traj46
A0A0U1RNZ6,Gm45213
A0A0G2JDU0,Igkv8-34
A0A0G2JE74,Fcgr1
A0A0G2JEQ8,Adgrl2
A0A0G2JEV6,Trpc4
A0A0G2JEX8,Ube3b
A0A0G2JEZ8,Ogfod2
A0A0G2JGT5,Eif4e
A0A0R4J1F2,Psen2
A0A0J9YUE4,Rgs6
A0A0J9YUN7,Becn2
A0A0J9YUS5,Eif4g1
A0A0U1RNT9,Slc5a2
A0A0N4SV78,Syt17
A0A0N4SV85,Pip
A0A0R4J160,Adam25
A0A140LHL3,Syt17
A0A140LIW5,Izumo2
A0A140LIY2,Mark4
A0A1C9ZWJ7,Cd300ld
A0A1D5RLN4,Adgrg1
E0CYJ7,Mpnd
E0CYK3,Mettl25b
E0CZC6,Runx2
Q8VH34,Lamp1
Q8VHL8,Arhgap4
Q9CTK7,Pik3cb
Q9CUB4,Nadk2
Q9CWC9,Krt42
Q9D2J1,Gsto2
Z4YJU0,Tnnt3
A2ADZ4,Txlna
A2AFQ0,Huwe1
D6RH88,Dennd1a
F6QFB4,Slc15a4
F7CIP8,Pcyox1
Q3TKJ2,Tln2
Q66JS9,Pramel26
Q68EG4,Slc4a3
Q6A0F0,Angpt1
Q6DFV4,Plekhg1
Q9CSN5,Ppil4
A0A0A6YW80,Naa15
A0A0A6YWB7,Chst10
A0A0A6YWK2,Nsmf
A0A0A6YXC5,Fcer1a
A2A8S0,Glis1
A2AIH4,Piga
A2ASZ7,Eeig1
B1ATR3,Tex2
F6UHS3,Vti1b
F6X7B3,Ankfn1
F6YN80,Npr2
F7AFH2,Zfp655
J3QNJ4,Ankrd44
A0A1B0GR17,Irx5
A0A1B0GRV2,Abcc6
A0A1B0GS46,Dbp
A0A1B0GSZ6,Fgfr1
A0A1B0GT00,Rpl13a
A0A1B0GT65,Car11
F6Z2C0,Flna
F6ZQI5,Fsip2
F7CDW2,Ccser1
J3QNF4,Slc2a4
J3QNU1,Ate1
Q5DTU2,Xkr4
Q5DU30,Apaf1
Q811D8,LOC100045026
Q8BN53,Kif1b
Q8BUU2,Ccdc93
Q8C8H5,Gabrg2
A0A087WRJ6,Pcbp4
A2ALX7,Arhgap6
A2AQ39,Fnbp1
B1AQL0,Afmid
B1ATD4,Mtmr3
B1AYE1,Zfp970
E9QPW4,Cep295
F6QAU7,Mrpl45
F6QV10,Cdh4
G3UW86,Prc1
L7N1X8,Gm43302
Q3UUM9,Sfrp2
Q3UVW5,Slc6a3
Q3UXB9,Vmn2r25
Q3V3E0,Smad3
Q5SX76,P4ha2
Q6DIA6,Pitx2
Q6L8N9,Sgce
Q8BY88,Arap2
Q8BZ29,Pgr
Q8C6G4,Rasa3
Q9D599,Crem
E9PVC1,Oprm1
E9Q2U6,Csnk1a1
E9QA74,Myo18a
G3UZM2,Rhoj
G3V010,Slc2a1
Q3TXZ3,Ralgds
Q3TZM5,Atr
Q3U2C0,Gbp8
Q3U2E0,Hdac5
Q3U832,Ccnt2
Q3U995,Slc25a3
Q3UEV6,Stab1
Q3UIM7,Gm12945
Q3UL04,4632427E13Rik
Q3USF3,B3gat3
Q3UT97,Kdm5a
Q3V425,Arhgap17
A0A1L1SQ26,Ppcdc
A0A1R3UCI2,Klna12
A0A1W2P7G0,Lrriq1
A0A1Y7VIZ9,Cpsf3
A5JVP3,P2ry1
B7ZMN9,Dusp15
B7ZNG1,Acvr1c
E9PV01,Naalad2
E9Q098,Tro
E9Q1A4,Aste1
E9QAW9,Slit1
G3UX62,Pear1
G3UY30,Cibar1
G3XA76,Syncrip
G5E8P4,Cobl
G5E8S8,Mpp7
Q3THT7,Pde9a
Q3TJ53,Tpm3
Q3UCS6,Cd38
B7ZMX5,Fyb2
G5E8M7,Gstm6
Q3TQL9,Kdm5b
A2AMQ9,Prokr2
E9QP62,Lims1
F6R9G0,Ep400
F6RND9,Mprip
F6T4V0,Prpf3
F6TLH3,Ppp4r1
Q496S6,Aven
Q80T39,Grm7
Q80TY9,Adcy3
Q8BRL5,Rora
Q8K0V9,Gsta5
A0A087WP32,Fam181a
A0A087WQ50,Abhd14a
A0A087WR71,Nmnat2
D3Z0K5,Nhsl3
I0J0X7,Kiss1
O35662,Hlr1
Q811L3,Crybg2
Q8BLT0,Cdk5r1
Q8BLX6,Zfp729a
Q8BT99,Mvb12b
Q8BXT7,Dnah9
Q8BZ45,Kif18a
Q8C5K4,Mapt
Q8C8P2,Epb41l1
Q8CGT9,Ago2
Q921R3,Zfp39
A9YVJ5,Gbp11
C7B5P8,Sox9
D3YW42,Ccdc9
D3YY36,Inhca
D3YYY2,Egr2
D3YZB0,Niban3
D3Z0I3,Myl2
D3Z0Q2,Atm
D3Z2A1,Tbc1d14
D3Z3R5,Slc23a4
D3Z6M7,Sult2a4
D3Z6W7,Gxylt1
Q149G3,Slc16a7
Q3UYK4,Rims4
Q8C9L7,Arhgap10
Q99LR9,Riok3
V9GXP2,Zfp280d
B0R0D4,Frmd5
M0QWC0,Rpgrip1
Q6XZL7,Dot1l
H3BKR2,Gnb1
H3BKX8,Itgad
H3BLD2,Cdhr4
J3JSM8,Trim46
Q1A3C9,Bmal2
Q571L4,Sh3pxd2b
Q588F5,Klra17
Q8CIA2,Muc2
Q8HWD0,Mill2
Q32MT7,Slc26a5
Q921K6,Zfp7
A0A8V5I3F7,Dnhd1
A0A7N9VSQ5,Efcab7
A0AAA9U8G1,Trhde
A0A1W2P732,Coq10a
A0A1W2P765,Ccar1
A0A1W2P837,Apba3
A0A286YDM6,Kcnma1
Q8R169,Ptprd
Q3UCC6,Sucla2
Q3ULV2,Adamts20
Q5U428,Irx2
Q8BXN6,Rp1
A0A0U1RNY3,Fbrs
A0A455R6F4,cytb
A0A0G2JEI8,Spdye4a
A0A0G2JEJ6,Cdk6
A0A0G2JFM1,Papss1
A0A0R4J256,Psmb9
A0A0N4SUX0,Clec4a3
A0A0N4SVD7,Slco1c1
A0A0N4SW46,Tpra1
Q9CZP6,Rps3
A0A286YDZ2,Fezf2
A0A0N4SWG2,Zfp746
A0A0R4J0I7,Lmx1b
A0A140LHW6,Mcoln1
A0A140LHX6,Ikzf5
A0A140LJ33,Tsks
A0A140T8K9,Syngap1
A0A1D5RMB6,Cnot1
A0A1D5RMC0,Tsnaxip1
A0A140T8J9,Or2d3c
A0A1L1SSZ4,Islr2
A0A1L1STN0,Cfap54
E9QKA4,Srrm1
Q8K4W5,Camk2b
Z4YKI7,Hyi
B5T0J0,Apobec3
O88266,Zfp975
Q569Q5,Top1
Q60757,Fgf8
Q80TX4,mKIAA0577
Q9CSY3,Elf2
Q9EQL1,Pik3cg
S4R2I7,Porcn
Z4YLD0,Steep1
A0A0A6YWK7,Igsf8
B7ZNU5,Olfm4
D6RGR3,Glmn
D6RGU2,Fntb
D6RJ76,Fbxo7
Q66JM5,Dhx34
Q8BI42,Hnrnpl
A0A0A6YX29,Gm38119
A0A0A6YXG8,Flvcr1
A2A5D4,Stat5a
A2A752,Aadacl4fm2
A2A7H4,Fbxo44
B1AT60,Amz2
B1AUZ1,Naa10
B2RPS5,Fam135b
F6R5D8,Tpr
F6TZV3,Grhl2
F6U338,Ncor1
F6WHR9,Camk2a
F6XWC2,Axin1
F6Z063,Atp11a
F7BC60,Mff
J3QMW5,Eif1ad17
J3QN40,Gm5930
J3QPJ2,Gm20821
A0A1B0GSR2,Ldhc
D5MR24,Mc1r
Q9CRP9,Dctn4
B9EKT6,Iqgap3
E0CXI8,Glcci1
E9PXL1,Siglecl2
E9Q489,Casq1
E9Q4G8,Alcam
E9Q711,Lrp3
E9QA54,Gemin8
F6S185,Pik3ip1
G3UW41,Pdzk1ip1
G3UXG6,Gsdmc
G3UZW3,Jarid2
G3XA30,Nsmce4a
Q3TH41,Tec
Q3TH69,Ap2m1
Q3TU52,Lrch1
Q3TZG3,Gm10644
Q3UJK0,Hmgb1
Q3UT56,Taf12
Q3V006,Nfkbil1
Q3V2A6,Inhbc
E9PVM2,Erlin1
E9PWW0,Vmn2r103
E9PYB2,Cdh8
E9PZJ2,Irf9
E9Q196,Cracr2b
E9Q6H6,Alox5
E9Q9K1,Glrb
E9QAC6,Gm49486
G0YZM9,Mybpc1
G3UW48,Coro2b
Q3TQS8,Acp3
Q3UEN0,Chrd
G5E8Y6,Ehbp1l1
Q3TGF1,Gls2
Q3TPG3,Nup98
Q61002,Prol1
Q8BTG2,Siglecg
Q8C4N2,Gja1
Q8VDR2,Hmmr
A0A8Q0Q6H9,Sra1
A0A2I3BPZ8,Ccnb1ip1
A0A2I3BPN6,Taf4
A0A2I3BRD3,Piwil2
A0A2K6EDK8,Dpep2
A0A2R8VHR9,Slc38a4
A0A2R8VHS9,Krt85
A0A2R8VI54,Csnk1e
A0A1S6GWK0,Stt3a
A0A1Y7VK76,Crppa
A0A1Y7VN36,Eipr1
A0A1W2P6L9,Pxdn
Q8BY96,Trim30b
A0A087WNU9,Abi2
A0A087WPV1,Ube2t
A0A087WQY5,Srcap
E9QMD2,Ube2ql1
F6RIR5,Ints6l
Q3T9Y9,Ptpn1
Q3TWW5,Wbp4
Q5DTK3,Prkci
Q8BT63,Thg1l
V9GXW1,Szt2
A0A087WNU2,Ms4a5
A0A087WPY0,Ilkap
A0A087WQZ6,Epha4
A0A087WR04,Lemd1
D3YTM7,Tmem151a
D3YUM7,St7
D3YWB7,Gm4297
H3BKU8,Gm20662
Q3URA1,Zfx
Q70LU7,CRS4C3b
Q7TMH5,Mrpl13
Q80UP2,Brd1
Q8BKQ1,Abi3bp
Q8BWQ2,Supt3
Q8C3K4,D630045J12Rik
Q8C5H7,Cdk17
Q8R0B0,Atp1a3
Q922N9,Trim25
Q925Q2,Npdc1
Q9CW60,Nfe2l1
A4FUS0,Eif2b3
D3YU11,Celf6
D3YUF7,Lmna
D3YY13,Sgpl1
D3YYS3,Zfp382
D3Z4E0,Il4i1
D3Z6C4,Cbr4
D3Z6J2,Adgrl3
F8WJB0,Med23
Q5QR90,Sp8
Q5R1E7,TRAV4-2
Q6KAS0,Gemin5
Q6PHA7,Zfp758
Q6Q3F7,Sidt1
Q80TB9,mKIAA1569
Q8CAU3,Adora2a
Q8CCI3,Tgs1
A0A075B658,Trdv2-1
A2AV75,Bmf
Q3TBB7,Evi2a
Q561M8,Cps1
Q8CE67,4930523C07Rik
B7ZWB7,Sh2d1b1
H3BK28,Rnf141
H3BKS1,Apobec3
S4R191,Smim1
S4R289,Gnl3l
Q1JUQ7,Fkbp1a
Q3KNP7,Hoxa4
Q6NXL0,Phf21b
Q8R0Z1,Agmat
A0A338P6K7,Itsn1
A0A2Z4SXC3,H2-D1
A0A2Z4SZ74,H2-K1
A0A338P6M5,Psmd2
A0A223PZC0,Mymx
A0A286YDG2,Gkap1
A0A286YCB6,Zdhhc16
A0A0U1RP78,Ino80e
A0A0U1RPA9,Elmod3
A0A0G2JFA9,Adam22
A0A0G2JGW3,Zcchc8
D3YXZ5,Rbm47
E9PVG1,C1qtnf7
A0A0N4SW62,Itfg2
A0A0N4SWA7,Klhdc10
E9Q9Q9,Adgrl1
E9QL04,Aurkc
Q9CVT6,Timm21
A0A3B2W8B4,Armc12
A0A3B2WB88,Vmn2r27
A0A3Q4EBZ2,Fbxo11
A0A3Q4EGJ3,Ankrd29
A0A3Q4EBW6,Ccny
A0A3Q4EHI3,Vmn2r117
A0A3Q4EIC0,Crim1
A0A0R4J0S7,Uaca
A0A0R4J1A5,Psapl1
A0A0R4J1K2,Otof
A0A140LJ70,Prmt1
A0A140T8U7,Spaca6
A0A1D5RLH5,Cklf
A0A1L1SRV4,1700017B05Rik
A0A1L1SS87,Slc44a2
A0A1L1SSL9,Atr
A0A1L1ST77,Ppcdc
A0A1L1SV36,Ano10
E0CZC3,Cdk8
A0A068BIR7,Kank3
A2AB67,Hexim2
D6RHS8,Gpcpd1
D6RJJ5,Lipn
E0CZ14,Klrd1
E0CZ67,Hycc2
F7B209,Ankrd13a
O55093,Slc3a1
Q8K279,Vac14
Q91VH3,Tpm2
Q9DBQ8,Klk9
A0A0A6YWI0,Rev1
A2ACH6,Sgcd
B0R0S4,Rabepk
B2Z895,Pfkfb2
D6RDR6,2210016L21Rik
D6RGQ2,Tmem67
D6RJ43,Ciao3
F6WUM4,Gabrb3
F6ZHZ9,Ptpn4
F7B335,Stard9
Q4U111,Relb
Q50HX2,Rab14
Q9ER86,mg547
A0A1B0GS37,Sct
A0A1B0GS92,Prrg2
A2A3U9,Ct47
A2A4N8,Nbr1
A2A5H1,Wfdc8
A2AQ43,Fnbp1
A2AQ87,Shf
B1AR46,Cldn7
B1AU85,Rai1
B1AZ40,Chmp6
F2Z469,Matn4
F6UJ99,Sympk
F6W8R9,Syne2
F6WEH1,Dnajc1
F7ADT6,Gapvd1
F7D1I5,Gypc
F7DF62,Arrb1
J3QMG7,Adgra2
Q5SV02,Rad50
A0A192B0U8,Gnrhr
F6Q593,Mtus1
Q4FJP8,Slc2a3
Q8K0B7,Slc25a32
Q9CRF9,Eprs1
E0CX86,Agl
E0CXS4,Grip2
E9PYV4,Niban1
E9Q117,Slit1
E9Q4K3,Bcat1
E9Q7L3,Pbrm1
E9Q9D9,Zfp426
E9Q9L3,Luzp1
F6TPQ6,Dlg4
G3UWD6,G6pd2
Q3TN61,Rhoa
Q3U5I8,Nrp2
Q3U804,Actb
Q3UC35,Rnf114
Q3UXP3,Cdk11b
Q3V2R9,Acadsb
A0A087WQL0,Omt2b
E9PX88,Fgfr2
E9PYS1,Gm43517
E9PZP1,Gprc5c
E9Q3X4,Hps5
E9Q4K2,Afg1l
E9Q9B0,Kif1c
E9QA37,Cimip4
G3UW40,Mcc
G3UWQ3,Slit2
G3UXD4,Ly6g6e
G3UXV1,Mbd6
Q3U2Q4,Trem2
Q3U9P5,Gsr
Q3UWR6,Msi2
B0LAE3,Ptn
B7ZN41,Nanog
G5E8C2,Kbtbd7
Q3THE8,Fkrp
Q3TI59,Emb
Q3TQY7,Ubap1
Q3TUW1,Yap1
Q5RL55,Abcf1
A0A338P6I7,Ydjc
A0A338P6J7,Top3b
A0A338P718,Ttc3
A0A1U9W1A6,Klrb1b
A0A1R3UDT0,Klk4
A0A1Y7VNU6,Serpinb1c
B2RRI1,Adam17
Q2L9A9,Mdm2
A0A087WP59,Slc35f5
A0A087WQ38,Wdr82
A0A087WQX6,Gtf2e2
A9C478,Dyrk1a
E5RKG2,Stab2
E9QLK9,Snap91
F6RX08,Tpr
F6TBI7,Tead1
H3BKN0,Nsun2
H3BKV3,Trmt1
Q3TG92,Actc1
Q544S6,Cyp39a1
Q60694,Rest
Q8BRG9,Nkx2-3
Q8CEP3,Fam53a
A0A087WNQ0,Oosp1
A0A087WQH1,Lemd1
A0A087WSP0,Dst
D3YXN0,Ap1s1
D3YZI8,Zbtb7a
D3Z2A3,Uty
Q3TXV9,Galnt10
Q80W18,Dzip1
Q8BWC9,D830013H23Rik
Q8C2L1,Cd8a
Q8C6N4,Tapbp
Q8CAK0,A230051N06Rik
Q8CDQ7,Gm9831
Q9D336,Myo3a
Q9WVH7,Psg28
A9NIH9,Opn4
D3YX08,Tmem109
D3YY16,Gmfg
D3YZP0,Tor1aip1
D3Z0E8,Sgk1
D3Z2M5,Bbc3
D3Z2M9,Dctn1
D3Z3Q0,Inpp5j
D3Z7M5,Nop16
Q5R1G3,TRAV12D-3
Q6PHA6,Eif5
Q712P5,TP receptor
Q78PA5,Il9r
Q8C6Q0,Elk4
Q91ZR8,Tgfbr2
Q9JLY9,Patz1
B7ZWM4,Duox2
H3BJP6,Tcl1
S4R227,Vps33b
Q7TT81,Snrnp70
Q9D0I3,Fam204a
Q9DBE3,Pabpc1
A0A494B9G1,Mrpl49
A0A494B9S6,Cnih2
A0A494BBA4,Ctnna1
A0A494BBC6,Fads1
A0A3B2W446,Anks1
A0A3B2W4B0,Anks1
A0A3Q4EG32,Rasgrp3
A0A3Q4L2Y3,Vmn2r120
A0A217FL55,Prxl2c
A0A286YED2,Mmp14
A0A5F8MQC3,Sptan1
A0A571BEP7,Nedd4
A0A571BEU5,Mcf2l
A0A2I3BPS0,Cacna1e
A0A2I3BPW9,Dlgap5
A0A5P8D1R0,IFNAR1
A0A6B9I7A2,Vmn1r237
A0A6I8MWY2,Ankrd60
A0A494BAE5,Shoc2
A0A494BBJ8,Fermt3
A0A482CGP7,H2-K1
A0A494BAS5,Tmem138
A0A2R8VH91,Grap2
A0A4W7N3B2,N6amt1
A0A571BFV4,Map3k19
A0A4D6YVV1,XCR1
A0A3B2W3K5,Kctd20
A0A3B2WCV5,Vmn2r76
A0A3Q4EH58,Lhcgr
A0A286YCL3,Riok1
A0A286YE63,Xiap
D2KPZ5,Tardbp
M0QWN5,Ly9
Q3UU42,C1ra
H3BKK7,Foxj3
H3BKU1,Ppp2r1b
H3BLM7,Fam107b
Q0PD34,Rab22a
Q78H73,Slc35c1
A6NAW3,2610042L04Rik
Q14B66,Kcnq3
Q99K79,Fgd1
A0PJ64,Smg6
Q3TDV2,Mknk1
A0A0G2JDL6,Sbno1
A0A0G2JGU1,Tm4sf1
A0A0U1RP18,Usp39
A0A165ELP6,Bax
A0A0G2JDY8,Traj33
A0A0G2JG66,Adgrl2
A0A0R4J122,Slc22a7
A0A494BB15,Mus81
A0A494BBK8,Csf1r
A0A2R8VHH6,Ptpra
A0A2R8VJN0,Kif21a
A0A338P752,Fgf12
A0A3B2WBF3,Kctd20
I1E4X8,Stim2
A0A0R4J181,Slc35d2
A0A0X1KG61,Cbl
A0A140LHH4,Arnt2
A0A1D5RLW6,Ap1m1
A0A1D5RMA8,Cdh16
A0A1D5RLP1,Cotl1
A0A1D5RLS2,Nudt21
A0A571BG04,Lyl1
A0A1L1SQ99,Pcbp4
A0A1L1SRT9,Scn3b
A0A1L1STL1,Or12e14
A0A1W2P894,Ttc41
A0A1Y7VJ66,Zfand4
A0A1Y7VM34,Cyp46a1
A0A1Y7VMG5,Zfand4
A0A1Y7VNS6,Cdk20
A0A1W2P6J5,Trappc3l
A0A1W2P7T9,Efr3b
A0A068BEP5,Daxx
O35672,LIF
Q4FJY2,Ube2l6
Q9DAK5,Ccdc7b
S4R1C2,Mzf1
A0A0B4J1H6,Igkv2-137
B7ZCD2,Stag2
D6RJ49,Rsad2
E0CYP1,Ccdc127
Q66JW2,Golga1
Q80ZL3,Eps15
A0A0A6YWW3,Nckipsd
A2AQ77,Slc39a12
B1ARZ3,Slc2a7
B1ATR5,Gpc3
B1AYU9,Cwc22
D6RJ25,Cyp2c66
F6VTU3,Syne2
F6VVA3,Rrp7a
F6W761,Ints13
F6X8K3,Wdfy4
F6YLH2,Sidt1
F7CUD4,Ccdc186
J3QMY1,Recql5
Q66JR2,Stard10
A0A1B0GSS7,Gm4779
A2ADS6,Patj
B8JJM3,Cfb
E9QPQ8,Mrpl48
F6UI76,Fbxo44
F6WCD2,Cfap69
F7BEN2,Bcor
F7D5L2,Wdr77
J3QPR3,Smad6
J3QQ02,Eif1ad11
A0A1B0GRQ4,Trpm4
A6H5Z4,Klrc1
Q80Y62,Olfm5
Q8CEU8,Prr36
Q9R2A1,Hsc70t
B0QZW7,Atosb
Q3UZ81,Il16
Q6AXG6,Kank1
A0A494BBF1,Ccs
A0A250SH12,Nms
A0A286YCV8,Ntrk2
A0A286YD64,Cdc37l1
A0A286YDA8,Ndufs4
A0A286YDF5,Myof
A0A2I3BPY3,Dhrs4
A0A2I3BQ49,Psmc6
A0A2I3BQK0,Eny2
A0A2I3BRC5,Adcy6
A0A2I3BRJ6,Nrbp2
A0A2I3BRL8,Gm7324
B9EK92,Rasip1
E9PWV9,Crem
E9Q4P9,Mpv17l
E9QAQ8,Muc5ac
G3UXG7,Csnk2b
G3UYW2,Vars1
G3V002,Ltb
Q3TWE9,Psap
Q3TZ82,Klf1
Q3UT24,Atf2
E9Q0B9,Tox2
E9Q0P5,Neu2
E9Q0R6,Tas1r2
E9Q123,Ctbp2
E9Q2W9,Actn4
E9Q9V3,Ncor2
E9Q9V5,Ms4a7
E9QA83,Tmem39a
Q3U5A0,Asb1
Q3UIV8,Rassf1
Q3UKU8,Sct
Q3UYS7,Txlng
Q3V0S2,Btg1b
Q3V1H7,Pcgf6
Q3V208,3110082J24Rik
A2NV20,Ighv5-9
A2P1G9,Igkc
E9Q0Y1,Anapc15
E9QA22,Zfp644
G3UWE9,Mcph1
Q3TC98,Vps39
Q3TCV4,Mpc1
Q3THR9,Nup62
Q3TP81,Cul4b
Q3TQL4,Immt
Q3TS72,Jag1
Q3TU98,Iqgap1
Q3TVN9,Stt3a
Q3U9K9,Trappc3
Q3UAS6,Cxcl10
Q3UNE8,Cacng4
Q3TP36,Slc12a2
V9GXI6,Pax6
F6TCC6,Itsn1
Q3U740,Eif6
Q8BNB0,Gpc5
A0A087WNQ9,Phf3
A0A087WP55,Clec18a
A0A087WS46,Eef1b2
B7ZC27,Prpf8
Q499H5,Or51a43
Q7TSW3,Neu-1
Q810Q1,Cstpp1
Q8BJW3,Tbx3
Q8BWJ2,Phldb1
Q8CCV5,Esrrb
Q8R378,Shoc2
V9GXF4,Cyb561
X5J560,Ighv7-3
A0A0A1HAM8,Marcks
A4FUI4,Ltb
A4VCJ3,Pnisr
D3YW18,Ung
D3Z075,Tdp1
D3Z139,Esrp2
D3Z5N2,Stmn1
D3Z709,Dlgap1
I1E4X1,Stx5a
M0QWZ4,Zfp142
Q3TR01,Stk39
Q3U0Z3,Daxx
Q3UPW0,Plcb1
Q61621,Gnb1
Q8BY54,Naa25
Q8CCL8,Arhgap35
Q8CER4,Gm7292
Q8K3S0,Ppnx
V9GXP6,Marveld1
A2AQN4,Acss2
B1ARA5,Rpl26
B1AXW6,Prdx1
D3YVS0,1110004F10Rik
D3Z7N2,Eef1d
